no,date,season,year,month,hour,day,day_type,weather,temperature,atemp,humidity,wind_speed,casual,registered,count,temp_category
46,2011-01-02,Spring,2011,January,22,Sunday,Weekend,Clear,3.2799999999999994,0.2121,44.0,0.2985,0,9,9,Cold
47,2011-01-02,Spring,2011,January,23,Sunday,Weekend,Clear,2.34,0.2273,47.0,0.1642,0,8,8,Cold
48,2011-01-03,Spring,2011,January,0,Monday,Weekday,Clear,2.34,0.197,44.0,0.3582,0,5,5,Cold
49,2011-01-03,Spring,2011,January,1,Monday,Weekday,Clear,1.4000000000000004,0.1667,44.0,0.4179,0,2,2,Cold
50,2011-01-03,Spring,2011,January,4,Monday,Weekday,Clear,-0.47999999999999954,0.1364,47.0,0.3881,0,1,1,Cold
51,2011-01-03,Spring,2011,January,5,Monday,Weekday,Clear,-0.47999999999999954,0.1364,47.0,0.2836,0,3,3,Cold
52,2011-01-03,Spring,2011,January,6,Monday,Weekday,Clear,-1.419999999999999,0.1061,50.0,0.3881,0,30,30,Cold
53,2011-01-03,Spring,2011,January,7,Monday,Weekday,Clear,-1.419999999999999,0.1364,50.0,0.194,1,63,64,Cold
54,2011-01-03,Spring,2011,January,8,Monday,Weekday,Clear,-1.419999999999999,0.1212,50.0,0.2836,1,153,154,Cold
55,2011-01-03,Spring,2011,January,9,Monday,Weekday,Clear,-0.47999999999999954,0.1364,43.0,0.3881,7,81,88,Cold
56,2011-01-03,Spring,2011,January,10,Monday,Weekday,Clear,0.4599999999999991,0.1667,43.0,0.2537,11,33,44,Cold
57,2011-01-03,Spring,2011,January,11,Monday,Weekday,Clear,1.4000000000000004,0.1818,40.0,0.3284,10,41,51,Cold
58,2011-01-03,Spring,2011,January,12,Monday,Weekday,Clear,2.34,0.2121,35.0,0.2985,13,48,61,Cold
59,2011-01-03,Spring,2011,January,13,Monday,Weekday,Clear,3.2799999999999994,0.2121,35.0,0.2836,8,53,61,Cold
60,2011-01-03,Spring,2011,January,14,Monday,Weekday,Clear,4.220000000000001,0.2424,30.0,0.2836,11,66,77,Cold
61,2011-01-03,Spring,2011,January,15,Monday,Weekday,Clear,4.220000000000001,0.2424,30.0,0.2537,14,58,72,Cold
62,2011-01-03,Spring,2011,January,16,Monday,Weekday,Clear,4.220000000000001,0.2424,30.0,0.2537,9,67,76,Cold
63,2011-01-03,Spring,2011,January,17,Monday,Weekday,Clear,3.2799999999999994,0.2273,30.0,0.2239,11,146,157,Cold
64,2011-01-03,Spring,2011,January,18,Monday,Weekday,Clear,3.2799999999999994,0.2576,32.0,0.1045,9,148,157,Mild
65,2011-01-03,Spring,2011,January,19,Monday,Weekday,Clear,1.4000000000000004,0.2576,47.0,0.0,8,102,110,Mild
66,2011-01-03,Spring,2011,January,20,Monday,Weekday,Clear,1.4000000000000004,0.2273,47.0,0.1045,3,49,52,Cold
67,2011-01-03,Spring,2011,January,21,Monday,Weekday,Clear,0.4599999999999991,0.197,64.0,0.1343,3,49,52,Cold
68,2011-01-03,Spring,2011,January,22,Monday,Weekday,Clear,-1.419999999999999,0.1515,69.0,0.1343,0,20,20,Cold
69,2011-01-03,Spring,2011,January,23,Monday,Weekday,Clear,0.4599999999999991,0.2121,55.00000000000001,0.1045,1,11,12,Cold
70,2011-01-04,Spring,2011,January,0,Tuesday,Weekday,Clear,-0.47999999999999954,0.1818,55.00000000000001,0.1045,0,5,5,Cold
71,2011-01-04,Spring,2011,January,1,Tuesday,Weekday,Clear,-0.47999999999999954,0.1818,59.0,0.1045,0,2,2,Cold
72,2011-01-04,Spring,2011,January,2,Tuesday,Weekday,Clear,-1.419999999999999,0.1515,63.0,0.1343,0,1,1,Cold
73,2011-01-04,Spring,2011,January,4,Tuesday,Weekday,Clear,-1.419999999999999,0.1818,63.0,0.0896,0,2,2,Cold
74,2011-01-04,Spring,2011,January,5,Tuesday,Weekday,Clear,-2.3600000000000003,0.1515,68.0,0.1045,0,4,4,Cold
75,2011-01-04,Spring,2011,January,6,Tuesday,Weekday,Clear,-2.3600000000000003,0.1515,74.0,0.1045,0,36,36,Cold
76,2011-01-04,Spring,2011,January,7,Tuesday,Weekday,Clear,-2.3600000000000003,0.1515,74.0,0.1343,2,92,94,Cold
77,2011-01-04,Spring,2011,January,8,Tuesday,Weekday,Clear,-1.419999999999999,0.1515,69.0,0.1642,2,177,179,Cold
78,2011-01-04,Spring,2011,January,9,Tuesday,Weekday,Clear,-0.47999999999999954,0.1515,64.0,0.2239,2,98,100,Cold
79,2011-01-04,Spring,2011,January,10,Tuesday,Weekday,MistCloud,-0.47999999999999954,0.1364,69.0,0.3284,5,37,42,Cold
80,2011-01-04,Spring,2011,January,11,Tuesday,Weekday,Clear,2.34,0.2121,51.0,0.2985,7,50,57,Cold
81,2011-01-04,Spring,2011,January,12,Tuesday,Weekday,Clear,2.34,0.2273,51.0,0.1642,12,66,78,Cold
82,2011-01-04,Spring,2011,January,13,Tuesday,Weekday,Clear,3.2799999999999994,0.2273,56.00000000000001,0.194,18,79,97,Cold
83,2011-01-04,Spring,2011,January,14,Tuesday,Weekday,Clear,4.220000000000001,0.2576,52.0,0.2239,9,54,63,Mild
84,2011-01-04,Spring,2011,January,15,Tuesday,Weekday,Clear,5.160000000000002,0.2727,52.0,0.2537,17,48,65,Mild
85,2011-01-04,Spring,2011,January,16,Tuesday,Weekday,Clear,6.1,0.2879,49.0,0.2537,15,68,83,Mild
86,2011-01-04,Spring,2011,January,17,Tuesday,Weekday,Clear,5.160000000000002,0.2727,48.0,0.2239,10,202,212,Mild
87,2011-01-04,Spring,2011,January,18,Tuesday,Weekday,Clear,4.220000000000001,0.2576,48.0,0.194,3,179,182,Mild
88,2011-01-04,Spring,2011,January,19,Tuesday,Weekday,Clear,3.2799999999999994,0.2576,48.0,0.1045,2,110,112,Mild
89,2011-01-04,Spring,2011,January,20,Tuesday,Weekday,Clear,3.2799999999999994,0.2576,48.0,0.1045,1,53,54,Mild
90,2011-01-04,Spring,2011,January,21,Tuesday,Weekday,Clear,2.34,0.2727,64.0,0.0,0,48,48,Mild
91,2011-01-04,Spring,2011,January,22,Tuesday,Weekday,Clear,2.34,0.2576,64.0,0.0896,1,34,35,Mild
92,2011-01-04,Spring,2011,January,23,Tuesday,Weekday,Clear,1.4000000000000004,0.2273,69.0,0.0896,2,9,11,Cold
93,2011-01-05,Spring,2011,January,0,Wednesday,Weekday,Clear,1.4000000000000004,0.2576,64.0,0.0,0,6,6,Mild
94,2011-01-05,Spring,2011,January,1,Wednesday,Weekday,Clear,-0.47999999999999954,0.197,74.0,0.0896,0,6,6,Cold
95,2011-01-05,Spring,2011,January,2,Wednesday,Weekday,Clear,-0.47999999999999954,0.197,74.0,0.0896,0,2,2,Cold
96,2011-01-05,Spring,2011,January,4,Wednesday,Weekday,Clear,3.2799999999999994,0.2273,48.0,0.2239,0,2,2,Cold
97,2011-01-05,Spring,2011,January,5,Wednesday,Weekday,Clear,2.34,0.2273,47.0,0.1642,0,3,3,Cold
98,2011-01-05,Spring,2011,January,6,Wednesday,Weekday,Clear,1.4000000000000004,0.197,47.0,0.2239,0,33,33,Cold
99,2011-01-05,Spring,2011,January,7,Wednesday,Weekday,Clear,0.4599999999999991,0.1818,43.0,0.194,1,87,88,Cold
100,2011-01-05,Spring,2011,January,8,Wednesday,Weekday,Clear,1.4000000000000004,0.1818,40.0,0.2985,3,192,195,Cold
101,2011-01-05,Spring,2011,January,9,Wednesday,Weekday,Clear,2.34,0.197,37.0,0.3284,6,109,115,Cold
102,2011-01-05,Spring,2011,January,10,Wednesday,Weekday,Clear,2.34,0.197,37.0,0.3284,4,53,57,Cold
103,2011-01-05,Spring,2011,January,11,Wednesday,Weekday,Clear,4.220000000000001,0.2273,33.0,0.3284,12,34,46,Cold
104,2011-01-05,Spring,2011,January,12,Wednesday,Weekday,Clear,4.220000000000001,0.2273,33.0,0.3284,5,74,79,Cold
105,2011-01-05,Spring,2011,January,13,Wednesday,Weekday,Clear,5.160000000000002,0.2576,30.0,0.2985,6,65,71,Mild
106,2011-01-05,Spring,2011,January,14,Wednesday,Weekday,Clear,6.1,0.2879,28.000000000000004,0.194,10,52,62,Mild
107,2011-01-05,Spring,2011,January,15,Wednesday,Weekday,Clear,6.1,0.2879,28.000000000000004,0.194,7,55,62,Mild
108,2011-01-05,Spring,2011,January,16,Wednesday,Weekday,Clear,6.1,0.3182,28.000000000000004,0.0896,4,85,89,Mild
109,2011-01-05,Spring,2011,January,17,Wednesday,Weekday,Clear,3.2799999999999994,0.2273,38.0,0.194,4,186,190,Cold
110,2011-01-05,Spring,2011,January,18,Wednesday,Weekday,Clear,3.2799999999999994,0.2424,38.0,0.1343,3,166,169,Cold
111,2011-01-05,Spring,2011,January,19,Wednesday,Weekday,Clear,3.2799999999999994,0.2576,38.0,0.1045,5,127,132,Mild
112,2011-01-05,Spring,2011,January,20,Wednesday,Weekday,Clear,2.34,0.2273,47.0,0.1642,7,82,89,Cold
113,2011-01-05,Spring,2011,January,21,Wednesday,Weekday,Clear,1.4000000000000004,0.197,51.0,0.194,3,40,43,Cold
114,2011-01-05,Spring,2011,January,22,Wednesday,Weekday,Clear,0.4599999999999991,0.197,55.00000000000001,0.1343,1,41,42,Cold
115,2011-01-05,Spring,2011,January,23,Wednesday,Weekday,Clear,1.4000000000000004,0.2576,47.0,0.0,1,18,19,Mild
116,2011-01-06,Spring,2011,January,0,Thursday,Weekday,Clear,0.4599999999999991,0.2424,55.00000000000001,0.0,0,11,11,Cold
117,2011-01-06,Spring,2011,January,1,Thursday,Weekday,Clear,-0.47999999999999954,0.2273,64.0,0.0,0,4,4,Cold
118,2011-01-06,Spring,2011,January,2,Thursday,Weekday,Clear,-0.47999999999999954,0.2273,64.0,0.0,0,2,2,Cold
119,2011-01-06,Spring,2011,January,4,Thursday,Weekday,MistCloud,-0.47999999999999954,0.197,64.0,0.0896,0,1,1,Cold
120,2011-01-06,Spring,2011,January,5,Thursday,Weekday,MistCloud,-1.419999999999999,0.1818,69.0,0.0896,0,4,4,Cold
121,2011-01-06,Spring,2011,January,6,Thursday,Weekday,MistCloud,-1.419999999999999,0.1667,63.0,0.1045,0,36,36,Cold
122,2011-01-06,Spring,2011,January,7,Thursday,Weekday,MistCloud,-0.47999999999999954,0.2273,59.0,0.0,0,95,95,Cold
123,2011-01-06,Spring,2011,January,8,Thursday,Weekday,Clear,-0.47999999999999954,0.2273,59.0,0.0,3,216,219,Cold
124,2011-01-06,Spring,2011,January,9,Thursday,Weekday,MistCloud,0.4599999999999991,0.2424,51.0,0.0,6,116,122,Cold
125,2011-01-06,Spring,2011,January,10,Thursday,Weekday,Clear,1.4000000000000004,0.2576,47.0,0.0,3,42,45,Mild
126,2011-01-06,Spring,2011,January,11,Thursday,Weekday,Clear,2.34,0.2576,44.0,0.0896,2,57,59,Mild
127,2011-01-06,Spring,2011,January,12,Thursday,Weekday,Clear,4.220000000000001,0.2879,35.0,0.0,6,78,84,Mild
128,2011-01-06,Spring,2011,January,13,Thursday,Weekday,Clear,4.220000000000001,0.2727,35.0,0.1045,12,55,67,Mild
129,2011-01-06,Spring,2011,January,14,Thursday,Weekday,Clear,5.160000000000002,0.2727,36.0,0.1642,11,59,70,Mild
130,2011-01-06,Spring,2011,January,15,Thursday,Weekday,Clear,5.160000000000002,0.2727,36.0,0.0,8,54,62,Mild
131,2011-01-06,Spring,2011,January,16,Thursday,Weekday,Clear,4.220000000000001,0.2576,38.0,0.1642,12,74,86,Mild
132,2011-01-06,Spring,2011,January,17,Thursday,Weekday,Clear,2.34,0.2273,51.0,0.1642,9,163,172,Cold
133,2011-01-06,Spring,2011,January,18,Thursday,Weekday,Clear,2.34,0.2273,51.0,0.1343,5,158,163,Cold
134,2011-01-06,Spring,2011,January,19,Thursday,Weekday,Clear,2.34,0.2576,55.00000000000001,0.0896,3,109,112,Mild
135,2011-01-06,Spring,2011,January,20,Thursday,Weekday,Clear,1.4000000000000004,0.2121,51.0,0.1642,3,66,69,Cold
136,2011-01-06,Spring,2011,January,21,Thursday,Weekday,MistCloud,2.34,0.2121,55.00000000000001,0.2239,0,48,48,Cold
137,2011-01-06,Spring,2011,January,22,Thursday,Weekday,MistCloud,2.34,0.2121,51.0,0.2836,1,51,52,Cold
138,2011-01-06,Spring,2011,January,23,Thursday,Weekday,MistCloud,1.4000000000000004,0.197,59.0,0.194,4,19,23,Cold
139,2011-01-07,Spring,2011,January,0,Friday,Weekday,MistCloud,1.4000000000000004,0.197,64.0,0.194,4,13,17,Cold
140,2011-01-07,Spring,2011,January,1,Friday,Weekday,MistCloud,1.4000000000000004,0.197,69.0,0.2239,2,5,7,Cold
141,2011-01-07,Spring,2011,January,2,Friday,Weekday,MistCloud,1.4000000000000004,0.197,69.0,0.2239,0,1,1,Cold
142,2011-01-07,Spring,2011,January,4,Friday,Weekday,MistCloud,1.4000000000000004,0.2121,69.0,0.1343,0,1,1,Cold
143,2011-01-07,Spring,2011,January,5,Friday,Weekday,LightRainSnow,2.34,0.2727,55.00000000000001,0.0,0,5,5,Mild
144,2011-01-07,Spring,2011,January,6,Friday,Weekday,MistCloud,1.4000000000000004,0.2576,69.0,0.0,8,26,34,Mild
145,2011-01-07,Spring,2011,January,7,Friday,Weekday,Clear,1.4000000000000004,0.2121,69.0,0.1343,8,76,84,Cold
146,2011-01-07,Spring,2011,January,8,Friday,Weekday,Clear,1.4000000000000004,0.197,51.0,0.2537,20,190,210,Cold
147,2011-01-07,Spring,2011,January,9,Friday,Weekday,Clear,1.4000000000000004,0.1818,47.0,0.2985,9,125,134,Cold
148,2011-01-07,Spring,2011,January,10,Friday,Weekday,Clear,2.34,0.197,37.0,0.3284,16,47,63,Cold
149,2011-01-07,Spring,2011,January,11,Friday,Weekday,MistCloud,1.4000000000000004,0.197,40.0,0.2239,19,48,67,Cold
150,2011-01-07,Spring,2011,January,12,Friday,Weekday,MistCloud,1.4000000000000004,0.197,37.0,0.2537,9,50,59,Cold
151,2011-01-07,Spring,2011,January,13,Friday,Weekday,MistCloud,1.4000000000000004,0.1818,37.0,0.2836,9,64,73,Cold
152,2011-01-07,Spring,2011,January,14,Friday,Weekday,MistCloud,1.4000000000000004,0.197,40.0,0.2537,7,43,50,Cold
153,2011-01-07,Spring,2011,January,15,Friday,Weekday,MistCloud,1.4000000000000004,0.2121,37.0,0.1642,9,63,72,Cold
154,2011-01-07,Spring,2011,January,16,Friday,Weekday,MistCloud,1.4000000000000004,0.2121,37.0,0.1642,5,82,87,Cold
155,2011-01-07,Spring,2011,January,17,Friday,Weekday,MistCloud,1.4000000000000004,0.2576,37.0,0.0,9,178,187,Mild
156,2011-01-07,Spring,2011,January,18,Friday,Weekday,Clear,1.4000000000000004,0.2273,40.0,0.0896,7,116,123,Cold
157,2011-01-07,Spring,2011,January,19,Friday,Weekday,Clear,-0.47999999999999954,0.197,55.00000000000001,0.0896,3,92,95,Cold
158,2011-01-07,Spring,2011,January,20,Friday,Weekday,Clear,0.4599999999999991,0.2121,47.0,0.1045,1,50,51,Cold
159,2011-01-07,Spring,2011,January,21,Friday,Weekday,Clear,0.4599999999999991,0.197,47.0,0.1343,0,39,39,Cold
160,2011-01-07,Spring,2011,January,22,Friday,Weekday,MistCloud,0.4599999999999991,0.197,43.0,0.1642,2,34,36,Cold
161,2011-01-07,Spring,2011,January,23,Friday,Weekday,MistCloud,0.4599999999999991,0.197,51.0,0.1642,1,14,15,Cold
162,2011-01-08,Spring,2011,January,0,Saturday,Weekend,MistCloud,0.4599999999999991,0.197,51.0,0.1642,1,24,25,Cold
163,2011-01-08,Spring,2011,January,1,Saturday,Weekend,MistCloud,0.4599999999999991,0.2121,55.00000000000001,0.0896,1,15,16,Cold
164,2011-01-08,Spring,2011,January,2,Saturday,Weekend,MistCloud,0.4599999999999991,0.2424,55.00000000000001,0.0,3,13,16,Cold
165,2011-01-08,Spring,2011,January,3,Saturday,Weekend,LightRainSnow,0.4599999999999991,0.197,55.00000000000001,0.1642,0,7,7,Cold
166,2011-01-08,Spring,2011,January,4,Saturday,Weekend,LightRainSnow,0.4599999999999991,0.197,55.00000000000001,0.1642,0,1,1,Cold
167,2011-01-08,Spring,2011,January,5,Saturday,Weekend,MistCloud,-0.47999999999999954,0.1667,74.0,0.1642,0,5,5,Cold
168,2011-01-08,Spring,2011,January,6,Saturday,Weekend,MistCloud,-0.47999999999999954,0.1667,74.0,0.1642,0,2,2,Cold
169,2011-01-08,Spring,2011,January,7,Saturday,Weekend,MistCloud,-0.47999999999999954,0.1818,74.0,0.1045,1,8,9,Cold
170,2011-01-08,Spring,2011,January,8,Saturday,Weekend,LightRainSnow,-0.47999999999999954,0.1818,93.0,0.1045,0,15,15,Cold
171,2011-01-08,Spring,2011,January,9,Saturday,Weekend,LightRainSnow,-0.47999999999999954,0.1818,93.0,0.1045,0,20,20,Cold
172,2011-01-08,Spring,2011,January,10,Saturday,Weekend,MistCloud,0.4599999999999991,0.197,80.0,0.1642,5,56,61,Cold
173,2011-01-08,Spring,2011,January,11,Saturday,Weekend,MistCloud,1.4000000000000004,0.1818,69.0,0.3881,2,60,62,Cold
174,2011-01-08,Spring,2011,January,12,Saturday,Weekend,MistCloud,1.4000000000000004,0.1818,59.0,0.3582,8,90,98,Cold
175,2011-01-08,Spring,2011,January,13,Saturday,Weekend,Clear,1.4000000000000004,0.1818,44.0,0.3284,7,95,102,Cold
176,2011-01-08,Spring,2011,January,14,Saturday,Weekend,Clear,1.4000000000000004,0.1667,32.0,0.4925,12,83,95,Cold
177,2011-01-08,Spring,2011,January,15,Saturday,Weekend,Clear,1.4000000000000004,0.1667,32.0,0.4478,5,69,74,Cold
178,2011-01-08,Spring,2011,January,16,Saturday,Weekend,Clear,0.4599999999999991,0.1364,28.999999999999996,0.4478,8,68,76,Cold
179,2011-01-08,Spring,2011,January,17,Saturday,Weekend,Clear,-0.47999999999999954,0.1212,37.0,0.5522,5,64,69,Cold
180,2011-01-08,Spring,2011,January,18,Saturday,Weekend,Clear,-1.419999999999999,0.1212,39.0,0.2985,3,52,55,Cold
181,2011-01-08,Spring,2011,January,19,Saturday,Weekend,Clear,-1.419999999999999,0.1212,36.0,0.2537,4,26,30,Cold
182,2011-01-08,Spring,2011,January,20,Saturday,Weekend,Clear,-2.3600000000000003,0.1212,36.0,0.2537,0,28,28,Cold
183,2011-01-08,Spring,2011,January,21,Saturday,Weekend,Clear,-2.3600000000000003,0.1061,39.0,0.3582,2,35,37,Cold
184,2011-01-08,Spring,2011,January,22,Saturday,Weekend,Clear,-2.3600000000000003,0.1061,36.0,0.3881,1,33,34,Cold
185,2011-01-08,Spring,2011,January,23,Saturday,Weekend,Clear,-3.3,0.0606,39.0,0.4478,0,22,22,Cold
186,2011-01-09,Spring,2011,January,0,Sunday,Weekend,Clear,-3.3,0.0758,42.0,0.3881,1,24,25,Cold
187,2011-01-09,Spring,2011,January,1,Sunday,Weekend,Clear,-3.3,0.0606,42.0,0.4627,0,12,12,Cold
188,2011-01-09,Spring,2011,January,2,Sunday,Weekend,Clear,-3.3,0.0606,46.0,0.4627,0,11,11,Cold
189,2011-01-09,Spring,2011,January,3,Sunday,Weekend,Clear,-3.3,0.0758,46.0,0.4179,0,4,4,Cold
190,2011-01-09,Spring,2011,January,4,Sunday,Weekend,Clear,-4.24,0.0909,53.0,0.194,0,1,1,Cold
191,2011-01-09,Spring,2011,January,5,Sunday,Weekend,Clear,-4.24,0.0909,53.0,0.194,0,1,1,Cold
192,2011-01-09,Spring,2011,January,6,Sunday,Weekend,Clear,-3.3,0.0909,49.0,0.2836,0,1,1,Cold
193,2011-01-09,Spring,2011,January,7,Sunday,Weekend,Clear,-4.24,0.0909,53.0,0.194,1,5,6,Cold
194,2011-01-09,Spring,2011,January,8,Sunday,Weekend,Clear,-3.3,0.0909,49.0,0.2836,0,10,10,Cold
195,2011-01-09,Spring,2011,January,9,Sunday,Weekend,Clear,-2.3600000000000003,0.0758,46.0,0.5224,0,19,19,Cold
196,2011-01-09,Spring,2011,January,10,Sunday,Weekend,Clear,-1.419999999999999,0.1061,43.0,0.3881,0,49,49,Cold
197,2011-01-09,Spring,2011,January,11,Sunday,Weekend,Clear,-0.47999999999999954,0.1212,40.0,0.5224,2,47,49,Cold
198,2011-01-09,Spring,2011,January,12,Sunday,Weekend,Clear,0.4599999999999991,0.1364,37.0,0.4478,4,79,83,Cold
199,2011-01-09,Spring,2011,January,13,Sunday,Weekend,Clear,1.4000000000000004,0.1667,34.0,0.4478,6,69,75,Cold
200,2011-01-09,Spring,2011,January,14,Sunday,Weekend,Clear,2.34,0.1818,32.0,0.4627,8,64,72,Cold
201,2011-01-09,Spring,2011,January,15,Sunday,Weekend,Clear,2.34,0.197,35.0,0.3582,5,77,82,Cold
202,2011-01-09,Spring,2011,January,16,Sunday,Weekend,Clear,1.4000000000000004,0.1667,34.0,0.4478,13,79,92,Cold
203,2011-01-09,Spring,2011,January,17,Sunday,Weekend,Clear,0.4599999999999991,0.1515,37.0,0.3881,3,59,62,Cold
204,2011-01-09,Spring,2011,January,18,Sunday,Weekend,Clear,-0.47999999999999954,0.1364,40.0,0.3284,4,44,48,Cold
205,2011-01-09,Spring,2011,January,19,Sunday,Weekend,Clear,-0.47999999999999954,0.1364,43.0,0.3284,1,40,41,Cold
206,2011-01-09,Spring,2011,January,20,Sunday,Weekend,Clear,-1.419999999999999,0.1212,46.0,0.2537,0,38,38,Cold
207,2011-01-09,Spring,2011,January,21,Sunday,Weekend,Clear,-1.419999999999999,0.1061,46.0,0.4179,1,19,20,Cold
208,2011-01-09,Spring,2011,January,22,Sunday,Weekend,Clear,-1.419999999999999,0.1212,46.0,0.2985,5,10,15,Cold
